,time,diff
450,2019-01-15 00:00:00,0.00042289495
451,2019-01-15 00:29:52,0.007838368
452,2019-01-15 00:59:44,0.0014791489
453,2019-01-15 01:29:36,0.0013480186
454,2019-01-15 01:59:28,-0.00049340725
455,2019-01-15 02:29:20,-0.004254639
456,2019-01-15 02:59:12,-0.0051264167
457,2019-01-15 03:29:04,-0.004927933
458,2019-01-15 04:01:04,0.0060070753
459,2019-01-15 04:30:56,0.002878487
460,2019-01-15 05:00:48,-0.011306524
461,2019-01-15 05:30:40,0.026094556
462,2019-01-15 14:00:32,-0.016559362
463,2019-01-15 14:30:24,0.002315998
464,2019-01-15 15:00:16,-0.0015291572
465,2019-01-15 15:30:08,-0.02447009
466,2019-01-15 16:00:00,-0.0030765533
467,2019-01-15 16:29:52,0.00596565
468,2019-01-15 16:59:44,-0.009420693
469,2019-01-15 17:29:36,-0.0014443994
470,2019-01-15 17:59:28,0.007201731
471,2019-01-15 18:29:20,-0.020148933
472,2019-01-15 18:59:12,-0.00033342838
473,2019-01-15 19:29:04,6.3955784e-05
474,2019-01-15 20:01:04,-0.00022530556
475,2019-01-15 20:30:56,-0.0033894777
476,2019-01-15 21:00:48,-0.001429379
477,2019-01-15 21:30:40,0.0037155151
478,2019-01-15 22:00:32,0.013921022
479,2019-01-15 22:30:24,-0.005620122
480,2019-01-15 23:00:16,-0.0092481375
481,2019-01-15 23:30:08,0.014601946
482,2019-01-16 00:00:00,-0.017657936
483,2019-01-16 00:29:52,-0.009742081
484,2019-01-16 00:59:44,0.01312381
485,2019-01-16 01:29:36,0.026997209
486,2019-01-16 01:59:28,-0.06648576
487,2019-01-16 02:29:20,0.007761359
488,2019-01-16 02:59:12,0.027047873
489,2019-01-16 03:29:04,-0.008707762
490,2019-01-16 03:58:56,-0.019909859
491,2019-01-16 04:30:56,0.0057617426
492,2019-01-16 05:00:48,0.012738466
493,2019-01-16 05:30:40,0.0010674
494,2019-01-16 06:00:32,-0.0061707497
495,2019-01-16 06:30:24,0.004368067
496,2019-01-16 07:00:16,-0.009966254
497,2019-01-16 07:30:08,0.004012823
498,2019-01-16 08:00:00,-0.00035905838
499,2019-01-16 08:29:52,0.01677227
500,2019-01-16 08:59:44,-0.031759143
501,2019-01-16 09:29:36,0.0037214756
502,2019-01-16 09:59:28,0.0031676292
503,2019-01-16 10:29:20,0.0136169195
504,2019-01-16 10:59:12,-0.020699382
505,2019-01-16 11:29:04,0.014966726
506,2019-01-16 12:01:04,-0.017669916
507,2019-01-16 12:30:56,-0.013616562
508,2019-01-16 13:00:48,0.007870793
509,2019-01-16 13:30:40,0.007213235
510,2019-01-16 14:00:32,-0.012449384
511,2019-01-16 14:30:24,-0.005736947
512,2019-01-16 15:00:16,0.011952758
513,2019-01-16 15:30:08,-0.012709022
514,2019-01-16 16:00:00,0.0010051727
515,2019-01-16 16:29:52,-0.005717039
516,2019-01-16 16:59:44,-0.0036792755
517,2019-01-16 17:29:36,0.016592622
518,2019-01-16 17:59:28,-0.01694572
519,2019-01-16 18:29:20,-0.01823914
520,2019-01-16 18:59:12,0.0011817217
521,2019-01-16 19:29:04,0.02222097
522,2019-01-16 19:58:56,-0.035089493
523,2019-01-16 20:30:56,0.026043415
524,2019-01-16 21:00:48,-0.030899644
525,2019-01-16 21:30:40,-0.001858592
526,2019-01-16 22:00:32,0.014132738
527,2019-01-16 22:30:24,-0.0036758184
528,2019-01-16 23:00:16,-0.0010207891
529,2019-01-16 23:30:08,-0.009190559
530,2019-01-17 00:00:00,0.02291882
531,2019-01-17 00:29:52,-0.015633345
532,2019-01-17 00:59:44,0.030681372
533,2019-01-17 01:29:36,-0.01621449
534,2019-01-17 01:59:28,-0.019808054
535,2019-01-17 02:29:20,0.026713252
536,2019-01-17 02:59:12,-0.006308317
537,2019-01-17 03:29:04,-0.015722513
538,2019-01-17 04:01:04,-0.0051031113
539,2019-01-17 04:30:56,0.016494036
540,2019-01-17 05:00:48,-0.0164392
541,2019-01-17 05:30:40,0.0031206608
542,2019-01-17 06:00:32,0.0042073727
543,2019-01-17 06:30:24,0.0037281513
544,2019-01-17 07:00:16,-0.017271996
545,2019-01-17 07:30:08,0.0044822693
546,2019-01-17 08:00:00,0.029735565
547,2019-01-17 08:29:52,-0.039681673
